My Prev,Incoming Shot,Incoming Direction,Opponent Previous,Outgoing Direction,Outgoing Shot,Point Winner,Rally,Serving,Serve,Second Prev,Opponent_2nd,Prev Shot,Surface
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,6,yes,body,2,1,forehand groundstoke,Clay
3,backhand groundstroke,left,2,middle,backhand groundstroke,0,20,yes,body,2,1,backhand groundstroke,Clay
2,backhand slice,middle,3,right,forehand groundstoke,0,10,yes,out wide,3,3,backhand groundstroke,Clay
1,forehand groundstoke,right,1,middle,forehand groundstoke,1,8,yes,down the t,1,1,forehand groundstoke,Clay
2,forehand slice,middle,1,right,forehand groundstoke,1,7,yes,out wide,2,2,backhand groundstroke,Clay
5,forehand lob,middle,1,left,forehand volley,1,19,yes,down the t,3,3,backhand groundstroke,Clay
3,forehand groundstoke,left,1,right,backhand slice,1,3,yes,body,1,3,body,Clay
2,backhand slice,middle,1,right,backhand groundstroke,1,4,yes,out wide,1,2,out wide,Clay
3,backhand slice,left,1,right,backhand dropshot,0,3,yes,down the t,1,3,down the t,Clay
1,forehand slice,right,1,right,forehand groundstoke,1,4,yes,down the t,1,1,down the t,Clay
1,backhand groundstroke,right,3,middle,forehand groundstoke,1,14,yes,body,3,2,backhand groundstroke,Clay
3,backhand groundstroke,left,3,right,backhand groundstroke,0,9,yes,out wide,3,3,backhand groundstroke,Clay
2,backhand groundstroke,middle,3,left,forehand groundstoke,1,8,yes,down the t,3,3,backhand groundstroke,Clay
3,backhand groundstroke,left,3,middle,backhand slice,1,8,yes,body,3,1,backhand groundstroke,Clay
3,backhand slice,left,3,left,forehand groundstoke,0,5,yes,down the t,2,1,forehand groundstoke,Clay
3,backhand groundstroke,left,2,middle,backhand groundstroke,0,9,yes,out wide,3,3,forehand groundstoke,Clay
4,forehand groundstoke,right,2,middle,forehand volley,0,8,yes,out wide,6,3,backhand volley,Clay
2,backhand slice,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Clay
6,backhand lob,left,3,left,forehand overhead,1,5,yes,out wide,1,1,forehand groundstoke,Clay
2,backhand groundstroke,middle,3,right,backhand slice,1,6,yes,down the t,3,1,forehand groundstoke,Clay
3,backhand groundstroke,left,1,left,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Clay
4,forehand groundstoke,right,1,left,forehand volley,1,3,yes,out wide,1,4,out wide,Clay
1,backhand groundstroke,right,3,right,forehand groundstoke,0,6,yes,body,2,1,forehand groundstoke,Clay
3,backhand slice,left,1,left,backhand groundstroke,1,4,yes,out wide,1,3,out wide,Clay
1,forehand dropshot,right,1,left,forehand slice,0,5,yes,down the t,3,1,backhand dropshot,Clay
2,forehand groundstoke,middle,1,middle,backhand groundstroke,1,6,yes,down the t,1,1,forehand groundstoke,Clay
2,backhand groundstroke,middle,1,left,forehand groundstoke,0,4,yes,down the t,1,2,down the t,Clay
2,backhand slice,middle,3,middle,backhand groundstroke,1,8,yes,out wide,3,3,backhand groundstroke,Clay
1,forehand groundstoke,right,2,middle,forehand groundstoke,1,24,yes,down the t,3,3,backhand groundstroke,Clay
1,backhand slice,right,3,right,forehand groundstoke,0,9,yes,down the t,1,1,forehand groundstoke,Clay
3,backhand slice,left,1,middle,forehand groundstoke,1,4,yes,down the t,1,3,down the t,Clay
1,backhand groundstroke,right,3,right,forehand groundstoke,0,14,yes,out wide,1,1,forehand groundstoke,Clay
1,forehand groundstoke,right,1,right,forehand groundstoke,1,6,yes,down the t,2,1,forehand groundstoke,Clay
6,backhand groundstroke,left,3,middle,backhand volley,0,5,yes,out wide,3,1,forehand groundstoke,Clay
1,forehand slice,right,1,right,forehand groundstoke,1,3,yes,out wide,1,1,out wide,Clay
2,forehand groundstoke,middle,1,middle,backhand groundstroke,0,14,yes,body,1,1,forehand groundstoke,Clay
1,forehand slice,right,1,left,forehand groundstoke,0,4,yes,out wide,1,1,out wide,Clay
1,forehand groundstoke,right,1,left,forehand groundstoke,1,3,yes,out wide,1,1,out wide,Clay
2,backhand slice,middle,1,left,forehand groundstoke,1,3,yes,out wide,1,2,out wide,Clay
3,backhand slice,left,3,left,backhand groundstroke,0,13,yes,down the t,1,2,forehand groundstoke,Clay
3,backhand groundstroke,left,3,middle,backhand slice,0,8,yes,body,3,3,backhand groundstroke,Clay
2,forehand slice,middle,1,left,forehand groundstoke,0,4,yes,body,1,2,body,Clay
2,forehand slice,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Clay
2,forehand groundstoke,middle,2,middle,forehand groundstoke,1,18,yes,down the t,3,3,backhand groundstroke,Clay
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,5,yes,out wide,3,1,backhand groundstroke,Clay
3,backhand groundstroke,left,3,left,backhand groundstroke,0,11,yes,body,1,2,forehand groundstoke,Clay
1,backhand groundstroke,right,2,middle,forehand groundstoke,1,6,yes,down the t,3,1,backhand groundstroke,Clay
2,backhand slice,middle,2,left,backhand groundstroke,0,5,yes,out wide,3,1,backhand dropshot,Clay
1,backhand slice,right,2,right,forehand groundstoke,0,13,yes,down the t,6,1,backhand volley,Clay
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,5,yes,down the t,2,1,forehand groundstoke,Clay
1,backhand groundstroke,right,3,left,forehand groundstoke,0,6,yes,down the t,3,1,backhand groundstroke,Clay
2,forehand slice,middle,1,left,forehand groundstoke,0,3,yes,down the t,1,2,down the t,Clay
2,backhand slice,middle,3,left,forehand groundstoke,1,8,yes,body,3,3,forehand groundstoke,Clay
3,backhand groundstroke,left,3,left,backhand groundstroke,1,6,yes,down the t,2,1,forehand groundstoke,Clay
3,backhand groundstroke,left,1,right,forehand groundstoke,1,4,yes,down the t,1,3,down the t,Clay
3,forehand groundstoke,left,1,left,backhand groundstroke,0,3,yes,down the t,1,3,down the t,Clay
3,forehand groundstoke,left,1,right,backhand groundstroke,0,5,yes,down the t,1,1,forehand slice,Clay
1,forehand groundstoke,right,1,left,forehand groundstoke,1,6,yes,down the t,1,1,forehand groundstoke,Clay
3,forehand groundstoke,left,1,left,backhand groundstroke,0,12,yes,down the t,2,3,backhand groundstroke,Clay
3,backhand groundstroke,left,1,left,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Clay
3,backhand slice,left,3,right,forehand groundstoke,1,5,yes,out wide,1,1,forehand groundstoke,Clay
3,forehand groundstoke,left,2,left,backhand groundstroke,1,20,yes,out wide,2,2,backhand groundstroke,Clay
3,forehand dropshot,left,1,right,backhand slice,0,11,yes,out wide,1,1,forehand groundstoke,Clay
3,forehand groundstoke,left,2,middle,backhand slice,0,10,yes,out wide,3,2,backhand slice,Clay
3,backhand slice,left,1,right,backhand groundstroke,0,3,yes,out wide,1,3,out wide,Clay
3,backhand overhead,left,6,left,backhand groundstroke,0,15,yes,out wide,3,1,backhand lob,Clay
2,forehand groundstoke,middle,1,right,backhand dropshot,1,8,yes,out wide,2,3,backhand groundstroke,Clay
5,tick shot,middle,2,middle,backhand volley,1,9,yes,body,3,3,backhand lob,Clay
1,forehand overhead,right,5,right,forehand groundstoke,1,20,yes,down the t,3,2,backhand lob,Clay
1,backhand groundstroke,right,3,right,forehand groundstoke,1,6,yes,body,2,1,backhand groundstroke,Clay
3,backhand groundstroke,left,2,left,backhand groundstroke,1,6,yes,out wide,1,1,forehand groundstoke,Clay
2,forehand groundstoke,middle,1,right,forehand groundstoke,0,5,yes,out wide,2,1,forehand groundstoke,Clay
1,forehand groundstoke,right,2,right,forehand groundstoke,1,6,yes,down the t,1,1,forehand groundstoke,Clay
3,forehand slice,left,1,middle,forehand groundstoke,1,4,yes,down the t,1,3,down the t,Clay
1,forehand slice,right,1,left,forehand groundstoke,1,4,yes,out wide,1,1,out wide,Clay
3,backhand groundstroke,left,2,middle,backhand groundstroke,0,8,yes,out wide,1,1,forehand groundstoke,Clay
4,backhand groundstroke,right,3,right,forehand volley,1,5,yes,out wide,3,1,forehand groundstoke,Clay
2,backhand groundstroke,middle,2,right,forehand groundstoke,1,16,yes,out wide,3,1,backhand groundstroke,Clay
3,backhand slice,left,1,right,forehand groundstoke,1,4,yes,out wide,1,3,out wide,Clay
3,backhand slice,left,1,left,backhand groundstroke,1,4,yes,down the t,1,3,down the t,Clay
1,forehand slice,right,1,left,forehand groundstoke,1,3,yes,out wide,1,1,out wide,Clay
2,backhand groundstroke,middle,1,right,backhand groundstroke,1,4,yes,down the t,1,2,down the t,Clay
3,forehand groundstoke,left,1,right,backhand groundstroke,1,3,yes,out wide,1,3,out wide,Clay
1,backhand groundstroke,right,3,left,forehand groundstoke,0,5,yes,out wide,3,1,backhand groundstroke,Clay
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Clay
3,backhand slice,left,2,right,backhand groundstroke,1,12,yes,down the t,1,2,forehand groundstoke,Clay
2,forehand slice,middle,1,left,forehand groundstoke,1,9,yes,down the t,3,2,backhand groundstroke,Clay
6,forehand groundstoke,left,1,left,backhand volley,0,6,yes,down the t,3,1,backhand slice,Clay
3,forehand groundstoke,left,1,right,backhand dropshot,1,3,yes,down the t,1,3,down the t,Clay
2,backhand slice,middle,1,right,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Clay
1,forehand lob,right,1,right,forehand groundstoke,0,10,yes,out wide,6,6,backhand volley,Clay
2,backhand slice,middle,1,left,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Clay
1,forehand groundstoke,right,2,left,forehand groundstoke,1,12,yes,body,2,1,backhand groundstroke,Clay
3,backhand groundstroke,left,3,middle,forehand groundstoke,1,6,yes,out wide,2,1,forehand groundstoke,Clay
2,forehand groundstoke,middle,1,middle,forehand groundstoke,0,4,yes,body,1,2,body,Clay
4,backhand slice,right,3,right,forehand volley,1,7,yes,down the t,3,1,forehand groundstoke,Clay
3,backhand slice,left,3,right,forehand groundstoke,1,6,yes,out wide,3,1,forehand groundstoke,Clay
3,backhand groundstroke,left,2,left,backhand groundstroke,0,11,yes,body,1,1,forehand groundstoke,Clay
2,forehand groundstoke,middle,2,middle,backhand groundstroke,1,14,yes,body,1,1,forehand groundstoke,Clay
2,backhand slice,middle,1,left,forehand dropshot,0,3,yes,out wide,1,2,out wide,Clay
4,backhand groundstroke,right,3,right,forehand volley,1,5,yes,out wide,2,1,forehand groundstoke,Clay
3,backhand groundstroke,left,2,right,backhand dropshot,0,14,yes,down the t,1,1,forehand groundstoke,Clay
4,forehand groundstoke,right,1,middle,forehand volley,1,7,yes,out wide,3,1,backhand dropshot,Clay
1,forehand groundstoke,right,2,right,forehand groundstoke,0,8,yes,out wide,3,3,forehand groundstoke,Clay
6,backhand slice,left,3,right,backhand half volley,0,5,yes,out wide,1,1,forehand groundstoke,Clay
3,backhand slice,left,1,left,backhand groundstroke,0,4,yes,down the t,1,3,down the t,Clay
1,forehand groundstoke,right,2,right,forehand groundstoke,0,16,yes,body,2,1,backhand groundstroke,Clay
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,9,yes,down the t,1,2,forehand groundstoke,Clay
3,backhand groundstroke,left,3,left,backhand lob,0,6,yes,down the t,2,1,forehand groundstoke,Clay
2,backhand groundstroke,middle,2,right,forehand groundstoke,0,17,yes,down the t,1,1,forehand groundstoke,Clay
2,backhand slice,middle,1,right,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Clay
2,backhand groundstroke,middle,2,right,forehand groundstoke,0,5,yes,out wide,1,1,forehand groundstoke,Clay
3,backhand slice,left,1,left,backhand groundstroke,0,4,yes,out wide,1,3,out wide,Clay
2,backhand slice,middle,3,right,backhand groundstroke,0,5,yes,out wide,1,1,forehand groundstoke,Clay
2,forehand groundstoke,middle,2,right,backhand dropshot,0,6,yes,body,2,1,forehand groundstoke,Clay
3,backhand groundstroke,left,3,middle,backhand slice,0,22,yes,down the t,3,3,backhand slice,Clay
3,backhand groundstroke,left,3,left,forehand groundstoke,0,5,yes,out wide,2,1,forehand groundstoke,Clay
3,forehand groundstoke,left,2,left,backhand groundstroke,0,8,yes,body,3,2,backhand groundstroke,Clay
2,backhand groundstroke,middle,3,right,forehand groundstoke,1,6,yes,body,2,1,forehand groundstoke,Grass
3,forehand groundstoke,left,1,right,backhand groundstroke,1,3,yes,down the t,1,3,down the t,Grass
3,forehand volley,left,4,middle,backhand lob,0,10,yes,out wide,2,6,backhand groundstroke,Grass
2,forehand groundstoke,middle,1,right,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Grass
1,forehand groundstoke,right,2,left,forehand groundstoke,1,6,yes,body,1,1,forehand groundstoke,Grass
3,backhand groundstroke,left,1,right,backhand slice,1,4,yes,out wide,1,3,out wide,Grass
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Grass
2,backhand groundstroke,middle,1,left,forehand groundstoke,0,4,yes,out wide,1,2,out wide,Grass
1,forehand groundstoke,right,1,middle,forehand groundstoke,0,3,yes,body,1,1,body,Grass
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,3,yes,down the t,1,2,down the t,Grass
1,forehand groundstoke,right,1,right,forehand groundstoke,1,8,yes,body,2,3,forehand groundstoke,Grass
3,backhand groundstroke,left,1,middle,backhand groundstroke,1,4,yes,out wide,1,3,out wide,Grass
3,forehand volley,left,4,right,backhand groundstroke,0,10,yes,out wide,1,2,forehand groundstoke,Grass
5,forehand slice,middle,1,left,backhand swing volley,1,9,yes,body,1,1,forehand groundstoke,Grass
2,forehand groundstoke,middle,1,right,backhand groundstroke,0,5,yes,body,1,1,forehand groundstoke,Grass
2,backhand groundstroke,middle,1,middle,backhand groundstroke,0,3,yes,out wide,1,2,out wide,Grass
2,forehand groundstoke,middle,1,left,backhand groundstroke,0,3,yes,out wide,1,2,out wide,Grass
5,backhand slice,middle,3,right,forehand volley,1,5,yes,out wide,2,1,forehand groundstoke,Grass
1,forehand groundstoke,right,2,right,forehand groundstoke,1,6,yes,down the t,2,1,backhand groundstroke,Grass
5,backhand slice,middle,3,right,forehand volley,1,7,yes,body,1,1,forehand groundstoke,Grass
2,forehand groundstoke,middle,1,middle,forehand groundstoke,1,4,yes,down the t,1,2,down the t,Grass
3,backhand slice,left,3,right,backhand slice,0,5,yes,out wide,3,1,backhand groundstroke,Grass
3,backhand slice,left,3,left,forehand groundstoke,0,5,yes,down the t,2,1,backhand groundstroke,Grass
3,forehand groundstoke,left,1,left,backhand groundstroke,1,4,yes,down the t,1,3,down the t,Grass
2,backhand slice,middle,2,middle,backhand groundstroke,1,6,yes,body,1,1,forehand groundstoke,Grass
1,forehand groundstoke,right,1,middle,forehand groundstoke,1,8,yes,down the t,2,3,forehand groundstoke,Grass
1,forehand groundstoke,right,1,middle,forehand groundstoke,0,6,yes,out wide,2,1,forehand groundstoke,Grass
3,forehand groundstoke,left,2,right,backhand groundstroke,0,7,yes,body,2,3,backhand groundstroke,Grass
1,forehand groundstoke,right,1,left,forehand groundstoke,1,8,yes,body,2,3,forehand groundstoke,Grass
1,backhand groundstroke,right,2,left,forehand groundstoke,0,6,yes,body,3,1,backhand groundstroke,Grass
3,forehand volley,left,5,right,backhand groundstroke,0,9,yes,body,1,2,forehand groundstoke,Grass
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,6,yes,down the t,2,1,forehand groundstoke,Grass
3,forehand groundstoke,left,1,left,backhand groundstroke,1,9,yes,out wide,1,1,forehand groundstoke,Grass
3,forehand groundstoke,left,1,middle,backhand groundstroke,1,4,yes,body,1,3,body,Grass
5,backhand lob,middle,3,left,forehand overhead,1,5,yes,out wide,2,1,forehand groundstoke,Grass
2,backhand lob,middle,3,left,backhand groundstroke,0,5,yes,out wide,2,1,forehand slice,Grass
3,backhand slice,left,2,middle,backhand groundstroke,1,6,yes,out wide,2,1,forehand groundstoke,Grass
3,forehand groundstoke,left,1,middle,backhand groundstroke,1,8,yes,down the t,3,3,backhand slice,Grass
3,forehand groundstoke,left,3,left,backhand groundstroke,1,14,yes,down the t,3,3,backhand groundstroke,Grass
2,forehand groundstoke,middle,1,left,backhand groundstroke,1,4,yes,out wide,1,2,out wide,Grass
3,forehand groundstoke,left,2,right,backhand groundstroke,1,5,yes,out wide,2,1,backhand groundstroke,Grass
1,forehand groundstoke,right,1,left,forehand groundstoke,1,6,yes,down the t,2,1,forehand groundstoke,Grass
1,backhand slice,right,3,right,forehand groundstoke,0,6,yes,body,2,1,forehand groundstoke,Grass
2,backhand slice,middle,3,right,forehand groundstoke,1,6,yes,body,2,1,forehand groundstoke,Grass
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,body,1,2,body,Grass
1,forehand groundstoke,right,1,right,forehand groundstoke,1,8,yes,body,2,3,forehand groundstoke,Grass
2,forehand groundstoke,middle,1,left,backhand groundstroke,0,7,yes,body,3,3,forehand groundstoke,Grass
3,backhand slice,left,3,left,backhand groundstroke,0,7,yes,down the t,1,1,forehand groundstoke,Grass
1,forehand groundstoke,right,1,left,forehand groundstoke,1,8,yes,body,2,2,forehand groundstoke,Grass
3,forehand volley,left,5,right,backhand groundstroke,1,5,yes,body,3,1,backhand slice,Grass
3,backhand slice,left,2,right,backhand groundstroke,1,6,yes,out wide,1,1,forehand groundstoke,Grass
2,backhand groundstroke,middle,1,left,forehand groundstoke,1,3,yes,body,1,2,body,Grass
6,backhand slice,left,3,right,backhand volley,1,6,yes,out wide,2,1,forehand groundstoke,Grass
3,forehand volley,left,4,right,backhand groundstroke,0,11,yes,out wide,2,6,backhand groundstroke,Grass
2,backhand groundstroke,middle,1,right,forehand groundstoke,1,4,yes,body,1,2,body,Grass
3,backhand slice,left,3,right,backhand slice,1,12,yes,body,3,2,backhand groundstroke,Grass
2,forehand slice,middle,1,right,backhand dropshot,1,3,yes,out wide,1,2,out wide,Grass
4,backhand slice,right,3,right,forehand volley,1,5,yes,out wide,2,1,forehand groundstoke,Grass
1,forehand groundstoke,right,1,left,forehand groundstoke,1,6,yes,down the t,2,1,forehand groundstoke,Grass
3,forehand groundstoke,left,1,left,forehand groundstoke,1,7,yes,out wide,2,2,forehand groundstoke,Grass
1,forehand groundstoke,right,3,right,forehand groundstoke,0,5,yes,body,3,1,backhand slice,Grass
2,forehand groundstoke,middle,1,left,forehand groundstoke,1,4,yes,out wide,1,2,out wide,Grass
2,backhand groundstroke,middle,2,left,backhand groundstroke,1,10,yes,out wide,3,3,backhand groundstroke,Grass
3,forehand groundstoke,left,2,left,backhand slice,0,8,yes,down the t,3,3,backhand groundstroke,Grass
6,backhand groundstroke,left,2,middle,backhand volley,1,8,yes,down the t,4,3,forehand volley,Grass
2,forehand groundstoke,middle,1,right,forehand slice,1,4,yes,down the t,1,2,down the t,Grass
1,backhand groundstroke,right,1,right,forehand groundstoke,1,4,yes,body,1,1,body,Grass
2,backhand groundstroke,middle,1,middle,forehand groundstoke,0,4,yes,down the t,1,2,down the t,Grass
1,backhand groundstroke,right,3,middle,forehand lob,0,9,yes,down the t,3,3,backhand groundstroke,Grass
2,backhand slice,middle,3,right,forehand groundstoke,1,6,yes,out wide,2,1,backhand groundstroke,Grass
1,backhand groundstroke,right,3,right,forehand groundstoke,0,17,yes,body,3,3,backhand groundstroke,Grass
1,forehand groundstoke,right,3,middle,forehand slice,0,5,yes,body,2,1,backhand groundstroke,Grass
3,forehand groundstoke,left,2,left,backhand slice,0,10,yes,down the t,3,3,backhand groundstroke,Grass
